title,originallink,link,description,pubDate,update
"비투비 서은광, '양승조 지사와 주먹 인사' [MD포토]",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202204061114968075&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=117&aid=0003591415,'2022 보령해양머드박람회'(보령 머드축제)는 <b>코로나</b>19 팬데믹 이후 국내에서 치러지는 첫 국제 박람회로 오는 7월 16일부터 8월 15일까지 31일간 충남 보령시 대천해수욕장에서 열린다.,"Wed, 06 Apr 2022 11:15:00 +0900",2022-04-06 11:19:47
'<b>코로나</b> 확진자 안내문' 열어봤더니…'악성 파일' 주의,http://www.newsis.com/view/?id=NISX20220406_0001822680&cID=10406&pID=13100,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=003&aid=0011106391,기사내용 요약출처 불분명한 문서 파일 주의 최신 보안 패치 적용 및 백신 최신 버전 유지해야 '<b>코로나</b>... '<b>코로나</b> 확진자 및 동거인 안내문' 위장 지난 3월 역대 최다 일일 <b>코로나</b>19 확진자 수를 기록한 가운데 '확진자 및... ,"Wed, 06 Apr 2022 11:15:00 +0900",2022-04-06 11:19:47
위스키 인기에 '오픈런' 넘어 '직구'까지…酒 고픈 애호가들,https://view.asiae.co.kr/article/2022040608400280734,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0005069654,<b>코로나</b> 이전인 2019년(19억원)과 비교하면 3배가량으로 늘었다. 여행 수요 감소로 해외 직구가 전체적으로... 한국주류수입협회 관계자는 &quot;우리나라 주류 시장은 <b>코로나</b>19 전과 후로 나눌 수 있을 정도로 변화가 많았는데... ,"Wed, 06 Apr 2022 11:15:00 +0900",2022-04-06 11:19:47
"SPC그룹, '가격 폭락' 양파 농가 돕는 '상생 양파빵' 출시",http://www.econonews.co.kr/news/articleView.html?idxno=242148,http://www.econonews.co.kr/news/articleView.html?idxno=242148,"SPC그룹은 파리바게뜨를 통해 '무안양파빵' 6종을 출시해 양파 소비를 활성화하고, 농협은 전국 농협은행을 통해 어려운 이웃 및 <b>코로나</b>19 방역 활동 봉사자들에게 양파빵을 기부할 예정이다. 이를 위해 6일 SPC그룹... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"청렴도 1등급 도전…대구시 갑질, 꼰대 문화 없앤다",http://news.kmib.co.kr/article/view.asp?arcid=0016945812&code=61122020&cp=nv,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=005&aid=0001517056,"시 본청 팀장(5급) 초과근무수당 상한제 자율 시행(<b>코로나</b>19 대응 부서 등 제외), 실·국 렌터카 확대 및 업무용 택시 이용 활성화, 관내여비 부정수령 감찰 강화, 법인카드 쪼개기 등 편법 집행 모니터링 등을 실시한다.... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"보성군, 식품·이미용업소 환경개선 지원 확대",http://www.fnnews.com/news/202204061108384679,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004815554,보성군 관계자는 &quot;<b>코로나</b>로 인해 지역 소상공인들의 어려움이 크다&quot;며 &quot;쾌적하고 위생적인 환경을 조성하기 위해 노력하는 지역 소상공인과 함께 노력해 지역상권 활성화를 이끌겠다&quot;고 말했다.,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"장민호 팬클럽, 강원도 산불 지원위해 성금 쾌척…선한 영향력ing",http://www.slist.kr/news/articleView.html?idxno=344309,http://www.slist.kr/news/articleView.html?idxno=344309,또 장민호의 생일과 신곡 발매를 기념해 <b>코로나</b>19 극복 및 취약계층 지원을 위한 전국 단위의 기부 릴레이를 펼쳐 적십자 지사에 성금을 전달하기도 했다. 2020년에는 장민호의 고향인 인천지역의 수재민 지원을 위해 6천만... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"원자재값 폭등에…공정위, 납품단가 후려치기 긴급 실태조사",https://view.asiae.co.kr/article/2022040611143297039,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0005069649,"<b>코로나</b>19, 러시아의 우크라이나 침공으로 원자재 가격이 급등했지만 납품단가 조정이 원활히 이뤄지지 않아 하도급업체의 어려움이 가중되고 있다는 판단에서다. 하도급법에 따르면 하도급업체는 원자재 등 공급원가... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"흥국화재, ‘대한민국 방역왕 챌린지’ 메타버스 시상식 개최",http://www.thevaluenews.co.kr/news/view.php?idx=168428,http://www.thevaluenews.co.kr/news/view.php?idx=168428,대한민국' 캠페인 시리즈로 진행된 '대한민국 방역왕 챌린지'는 <b>코로나</b>19 장기화 및 대확산 속 지쳐있는 의료진을 응원하고 격려하기 위한 취지로 기획됐다. '대한민국 방역왕 챌린지' 시상식. [이미지=흥국화재]... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"NH證, 주택도시기금 전담운용기관 우선협상대상자 선정",https://biz.newdaily.co.kr/site/data/html/2022/04/06/2022040600073.html,https://biz.newdaily.co.kr/site/data/html/2022/04/06/2022040600073.html,NH투자증권은 지난 <b>코로나</b>19 초기에 시장 변동성 확대로 기금 수익률을 올리기 어려운 상황에서 위기관리지수 및 위기대책반을 도입해 적극적인 위험관리 능력으로 안정적인 수익률을 유지했다. 지난 2020년... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
경남 사천시 ‘사천사랑 시티투어’ 운행 시작,http://www.inews24.com/view/1467366,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=031&aid=0000664363,경상남도 사천시는 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)으로 잠정 연기됐던 ‘사천사랑 시티투어’를 올해부터 본격 운행한다고 6일 밝혔다. ‘사천사랑 시티투어’는 5일부터 오는 12월31일까지 타 지역 거주자(사천시... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"국립극단, ‘창작공감’ 함께할 연극인 찾는다",https://vop.co.kr/A00001610792.html,https://vop.co.kr/A00001610792.html,"가뭄, 산불, 홍수 등 현재 진행 중인 기후변화, <b>코로나</b>19가 바꾼 인류의 생활양식, 에너지를 두고 싸운 인류의 역사, 기후변화와 정치권, 멸종 동물 종과 초월 동물 종 등 다양한 각도에서 기후위기를 재조명하고 연극적... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
삼성·LG 전자 1분기 최대 실적 예고…'실적 보릿고개' 가뿐히 넘었다,https://view.asiae.co.kr/article/2022040610102071474,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0005069647,"세계적인 <b>코로나</b>19 확산 장기화와 러시아의 우크라이나 침공으로 인한 공급망 교란 속에서도 1분기 기준... 특히 <b>코로나</b>19 확산부터 글로벌 공급망 위기, 우크라이나 사태 등 대내외 악재가 산적한 상황을 감안할 때... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
안마의자 3사 성적표 희비 교차…바디프랜드·코지마 웃고 휴테크 울고,https://www.ajunews.com/view/20220406104543924,https://www.ajunews.com/view/20220406104543924,코지마 관계자는 “지속되는 <b>코로나</b>19 여파로 건강에 대한 관심이 집중되면서 관련 가전기기의 수요가 꾸준히 증가했다”며 “소비 트렌드 변화에 발맞춰 자체 라이브 커머스를 강화한 것도 주효했다”고 설명했다.... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"서천군, 김성관 부군수 권한대행 체제 전환",https://www.ajunews.com/view/20220406105101935,https://www.ajunews.com/view/20220406105101935,"이와 함께 “선거를 앞두고 공직선거법 위반 등 공직기강 해이가 발생하지 않도록 각 부서장 책임 하에 복무 관리에 철저를 기할 것”과 “<b>코로나</b>19로 지역경제 침체와 주민 건강 악화, 생활 불편 등 군민들의 어려움이... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
제주 <b>코로나</b>19 확진자 4159명…사망자도 5명 추가,http://www.jejuilbo.net/news/articleView.html?idxno=180992,http://www.jejuilbo.net/news/articleView.html?idxno=180992,제주특별자치도는 지난 5일 도내 <b>코로나</b>19 확진자 4159명이 발생했다고 6일 밝혔다. 누적 확진자는 18만4609명이다. 도내 <b>코로나</b>19 사망자는 5명 늘어 누적 129명이 됐다. 사망자는 75세~93세 고령으로 모두... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
"전남 보성군, 식품·이미용 업소 환경개선 사업 지원 확대",https://www.wikitree.co.kr/articles/745246,https://www.wikitree.co.kr/articles/745246,보성군 관계자는 “<b>코로나</b>로 인해 지역 소상공인들의 어려움이 크다. ”며 “쾌적하고 위생적인 환경을 조성하기 위해 노력하는 지역 소상공인과 함께 노력해 지역상권 활성화를 이끌겠다. ”고 말했다.,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
미코노미 증가로 이색 과일이 전통 과일 눌렀다,https://wemakenews.co.kr/news/view.php?no=14630,https://wemakenews.co.kr/news/view.php?no=14630,GS더프레시는 1인 가구가 점차 증가하고 <b>코로나</b>19로 인한 야외활동의 제약이 특별한 고객 경험을 추구하는 소비로 해소하고자 하는 트렌드가 늘어 프리미엄 미코노미(Me와 Economy의 합성어로 나를 위한 소비)가... ,"Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
경북 영덕에 ‘물 치유호텔’ 들어선다,https://www.wikitree.co.kr/articles/745245,https://www.wikitree.co.kr/articles/745245,"특히, 국내 최고 수준의 수질 조건인 온천수를 활용한 스파 및 사우나를 함께 도입해 <b>코로나</b> 이후 떠오르는 건강과 치유의 여행 트렌드에 맞춰 관광객들의 발길을 붙잡을 것으로 전망된다.투자사인 ㈜동주개발은 대구... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
[연구보고서 소개] <b>코로나</b>19 위기와 노동시장 충격,http://news.inochong.org/detail.php?number=3857&thread=22r07,http://news.inochong.org/detail.php?number=3857&thread=22r07,"황선자·임찬영·김난주2020년 초 시작되어 장기화되고 있는 <b>코로나</b>19 팬데믹에 따른 고용충격은 통계상으로 1997년 IMF 외환위기 다음으로 큰 것으로 나타났는데, 본 연구는 <b>코로나</b>19 위기가 노동시장 취약계층의 고용 및... ","Wed, 06 Apr 2022 11:14:00 +0900",2022-04-06 11:19:47
'집값' 때문에 서울 떠나는 30대,http://www.newspim.com/news/view/20220406000455,http://www.newspim.com/news/view/20220406000455,◆ 여가는 실내 활동 위주…<b>코로나</b> 우울감은 감소 2030세대 절반 이상(주중 60.1%·주말 44.9%)은 여가시간을... 한편 2년간 <b>코로나</b>19를 겪으며 우울감은 감소했지만 행복감도 더 낮아졌다. 다만 여성이 우울감을 더... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
소비자 10명 중 6명은 첫 차로 중고차 선호… ‘허위 매물’은 우려,https://biz.chosun.com/industry/car/2022/04/06/FP5VPZBDB5CXZCFWQOQNOMG2AM/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=366&aid=0000804565,"얼마 전까지만 해도 중고차를 직접 보고 고르는 경우가 대부분이었지만, <b>코로나</b> 사태 이후 온라인 구매 트렌드가 확산한 것이 중고차 시장에도 영향을 미친 것으로 분석된다. 첫차로 가장 희망하는 차종은 현대차... ","Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
"6일부터 확진자 처방의약품, 약국서 직접 받는다",http://www.segye.com/content/html/2022/04/06/20220406507303.html?OutUrl=naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=022&aid=0003683561,사진=연합뉴스 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진자는 대면 진료 후 약국에서 직접 약을 받아갈 수 있게 됐다. 중앙재난안전대책본부는 6일 이 같은 내용의 재택치료자 진료 후 의약품 대면 처방·조제 추진방안을... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
"한국지멘스 디지털 인더스트리, 신규 이벤트 라이브러리 웹사이트 론칭",http://www.etnews.com/20220406000098,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=030&aid=0003008276,관계자는 &quot;최근 <b>코로나</b>19 팬더믹 상황에 따라 급변하는 온라인 이벤트 환경에 발맞춰 DI는 이벤트 라이브러리 페이지 개발을 완료했다&quot;라며 &quot;이를 통해 새로운 산업주도권을 발굴하며 기존 고객에 대한 충성도를 확보하는... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
"진주시, 항공국가산단·뿌리산단 대규모 투자협약 체결",http://www.newsis.com/view/?id=NISX20220406_0001822668&cID=10812&pID=10800,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0011106381,진주시는 이날 투자협약으로 <b>코로나</b>19 등 연이은 경제 위기 시기에 국내기업의 투자유치를 성사시켜 지역 경제의 불황 극복과 일자리 창출에 활력을 불어넣을 것으로 기대하고 있다. 우현선박기술㈜은 국내 대표... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
"인도네시아, 무격리 입국 이어 무비자·도착비자도 부활",http://yna.kr/AKR20220406068300104?did=1195m,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=001&aid=0013095921,성혜미 특파원 = 인도네시아 정부가 <b>코로나</b>19 상황 안정화에 따라 백신접종 완료자에 대한 무격리 입국 허용에 이어 국가별로 무비자·도착 비자 발급을 재개한다. 입국 후 체온 검사만 통과하면 <b>코로나</b>19 유전자증폭... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
[속보] 오늘부터 확진자가 직접 약국서 처방의약품 수령 가능,http://www.busan.com/view/busan/view.php?code=2022040611033934168,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=082&aid=0001149528,비대면 또는 대면 진료를 받은 <b>코로나</b>19 확진자도 6일부터는 직접 약국에 가서 약을 받을 수 있다.... 앞서 지금까지 <b>코로나</b>19 확진자는 병·의원에서 약 처방을 받아도 약국에 직접 가지 못하고 가족이나 지인을 대신 보내... ,"Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
&quot;백신 수요·접종률 급감&quot;…목표주가 29→18만,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202204060110&t=NN,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0001024200,"<b>코로나</b>19 오미크론 변이 확산으로 최근 백신 수요가 급격하게 줄어드는 가운데, 증권사들이 백신 전문... 11조2천억원으로, <b>코로나</b>19 백신 'GBP510'의 신약 가치를 기존 2조5천억원에서 6천억원으로 하향 조정했다&quot;고... ","Wed, 06 Apr 2022 11:13:00 +0900",2022-04-06 11:19:47
"안랩, 다양한 내용으로 위장한 악성 문서 파일 주의 당부",http://kbench.com/?q=node/231468,http://kbench.com/?q=node/231468,"안랩(대표 강석균)이 지난 3월 한달 간 울진 산불 피해 기부금 영수증, <b>코로나</b> 확진자 및 동거인 안내문... 지난 3월, 역대 최다 일일 <b>코로나</b>19 확진자 수를 기록한 가운데 확진자 및 동거인 안내문 (50)이라는 제목의 악성... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"홍진영, 논란 딛고 가수로 복귀…라틴 트로트 '비바 라 비다'",https://www.hankyung.com/entertainment/article/202204067304H,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=015&aid=0004682539,하루를 보내는 이들의 모습을 담아 미리보는 뜨거운 여름의 열정이 느껴진다. 강원도 양양의 해변에서 촬영한 뮤직비디오는 <b>코로나</b>로 지친 이들에게 음악이 주는 밝고 경쾌한 리듬을 통해 활력을 전하는 내용으로 구성됐다.,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"택시업계, LPG가격 안정화 강력 호소",http://www.gasnews.com/news/articleView.html?idxno=104411,http://www.gasnews.com/news/articleView.html?idxno=104411,사진은 특정기사와 무관 LPG가격 급등과 <b>코로나</b> 장기화에 따른 이동감소 등으로 택시업계가 경영난에... 개인택시 또한 <b>코로나</b>19 방역조치 강화로 이용수요 급감에 따른 매출 감소와 폭등한 LPG가격 부담으로 더 이상... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
부산시교육청 부산기초학력지원센터 확대·운영,https://www.asiatoday.co.kr/view.php?key=20220406010003130,https://www.asiatoday.co.kr/view.php?key=20220406010003130,부산시교육청은 <b>코로나</b>19 장기화로 인한 학생들의  교육회복 및 기초학력 보장을 위해 난독뿐만 아니라 배움이 느린 학생까지 맞춤 지원을 할 수 있도록 ‘부산기초학력지원센터’를 확대·운영한다고 6일 밝혔다.... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"카카오, 소상공인 1000억·플랫폼 종사자 500억 '상생기금' 활용",http://www.seoulfn.com/news/articleView.html?idxno=451576,http://www.seoulfn.com/news/articleView.html?idxno=451576,"먼저 카카오는 <b>코로나</b>19로 비대면이 일상화되고, 디지털화가 가속되고 있는 상황에서 소상공인의 디지털 소통을 돕기 위한 '소신상인' 프로젝트를 상반기 중 시작한다. 소신상인 프로젝트는 소신을 가지고 사업을... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"익산 농촌관광, 현장에서 답을 찾다",http://www.discoverynews.kr/news/articleView.html?idxno=775558,http://www.discoverynews.kr/news/articleView.html?idxno=775558,시 관계자는 &quot;포럼을 통해 지속 가능한 관광생태계 구축과 <b>코로나</b>19 이후 농촌관광과 연계한 여행상품 개발에 대한 방향성을 모색하는 시간이었다&quot;며 &quot;앞으로 농촌관광의 메카로 자리매김 하도록 전략을 세워 추진해... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
'국제선 단계적 일상회복 방안' 추진...5월부터 항공편 대폭 증편,http://www.hg-times.com/news/articleView.html?idxno=240365,http://www.hg-times.com/news/articleView.html?idxno=240365,사진출처=국토부 <b>코로나</b>19 유입 확산을 방지하기 위해 축소됐던 국제 항공편의 노선이 오는 5월부터 대폭 증편된다. 국토교통부는 6일 열린 <b>코로나</b>19 중앙재난안전대책본부회의에서 연말까지 국제선 운항 규모를 50... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
부산 1만483명 신규 확진…중환자병상 81.8% 가동,http://www.newspim.com/news/view/20220406000475,http://www.newspim.com/news/view/20220406000475,"부산시는 6일 0시 기준 <b>코로나</b>19 확진자 1만483명이 증가해 94만9210명으로 집계됐다고 밝혔다. 부산 <b>코로나</b>19 현황[표=부산시] 2022.04.06 ndh4000@newspim.com 지역별로는 중구 107명, 서구 269명, 동구 233명... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"인천시교육청, 학생 인성교육 강화 지원",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202204061029545460846,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202204061029545460846,"인천시교육청은 10억5000만원의 예산을 추가 편성해 <b>코로나</b>19로 인한 비대면 상황의 증가로 대면 활동이 급격하게 줄어들면서 효, 예절, 배려와 소통 등 삶에서 가장 중요한 기본교육이 제대로 이루어지지 하는 현실을... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"쿠팡 여행 자회사 '떠나요', '2022 대한민국 숙박대전' 참여",http://www.nextdaily.co.kr/news/articleView.html?idxno=204692,http://www.nextdaily.co.kr/news/articleView.html?idxno=204692,<b>코로나</b>19 사태로 인해 피해를 입은 영세 숙박업계를 위해 중개 수수료 완화에 나선 것이다. 떠나요는... 이재원 떠나요 대표는 &quot;<b>코로나</b>19로 어려웠던 숙박업체들을 돕기 위해 지난해에 이어 올해도 대한민국 숙박대전에... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
'이틀 연속 1만 명대' 인천 <b>코로나</b>19 확진자 1만 4845명...사망자 19명,https://www.kgnews.co.kr/news/article.html?no=695836,https://www.kgnews.co.kr/news/article.html?no=695836,인천의 <b>코로나</b>19 확진자가 이틀 연속 1만 명대를 이어갔다. 인천시는 6일 0시 기준 인천의 <b>코로나</b>19 신규 확진자가 전날 대비 1만 4845명 늘어 누적 89만 4831명을 기록했다고 밝혔다. 인천의 신규 확진자는... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"멈춰버린 제주국제공항 국제선, 5월부터 운영 들어간다",http://www.mediajeju.com/news/articleView.html?idxno=336732,http://www.mediajeju.com/news/articleView.html?idxno=336732,국토교통부는 지난달 31일 열린 '<b>코로나</b>19 해외유입상황평가회의'와 6일 열린 '<b>코로나</b>19 중앙재난안전대책본부' 회의 결과 올해 말까지 국제선 운항 규모를 50%까지 회복하는 '국제선 단계적 일상회복 방안'을 추진하기로... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"하나금융투자 &quot;음식료 종목, CJ제일제당 · 하이트진로 · 롯데칠성 주목&quot;",http://www.choicenews.co.kr/news/articleView.html?idxno=90269,http://www.choicenews.co.kr/news/articleView.html?idxno=90269,심 애널리스트는 &quot;주류시장도 회복 추세로 판단된다&quot;며 &quot;올해 주류시장이 <b>코로나</b>19 발생 첫 해인 2020년 상반기 수준까지만 회복하더라도 전년 대비 7~13% 성장할 것으로 예상된다&quot;고 설명했다. 특히 &quot;소주와 맥주의... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"삼성자산운용, 'KODEX 미국S&amp;P에너지' 수익률 64.91%…해외ETF 중 1위",https://www.asiatoday.co.kr/view.php?key=20220406010003136,https://www.asiatoday.co.kr/view.php?key=20220406010003136,임태혁 삼성자산운용 ETF 운용본부장은 “최근 미국의 통화정책 정상화 예고에도 고용 회복에 기반한 경기 회복 기대가 지속적으로 이어지고 있다”며 “<b>코로나</b>19와 지정학적 리스크가 겹치며 유가가... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"광진구, 봉제업체 작업환경 개선 지원... 8일까지 접수",http://www.hg-times.com/news/articleView.html?idxno=240366,http://www.hg-times.com/news/articleView.html?idxno=240366,올해도 구는 <b>코로나</b>19 장기화로 어려움을 겪고 있는 봉제업체 지원을 위해 ▲봉제소상공인 종량제 봉투지원 사업 3억원 ▲스마트솔루션앵커사업 8억원 ▲봉제업체 실태조사 용역 2000만원 등을 추경에 편성한 상태다.... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
전국 <b>코로나</b>19 확진자 현황 (4. 6. 00시 기준),https://www.sisa-news.com/news/article.html?no=194929,https://www.sisa-news.com/news/article.html?no=194929,"(4.5. 17시 기준) <b>코로나</b>19 병상 보유량은 전체 52,505병상이다. 병상 가동률은 위중증병상 60.6%, 준-중증병상 66.0% 중등증병상 36.9%이다. 생활치료센터 가동률은 18.6%이다. (4.6. 0시 기준)","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
오늘부터 재택치료자 본인이 직접 약 처방 가능해,https://www.sisa-news.com/news/article.html?no=194930,https://www.sisa-news.com/news/article.html?no=194930,<b>코로나</b>19 확진자인 재택치료자가 이제부턴 대리인이 아닌 본인 스스로 약국을 방문해 약을 처방받을 수... 정부는 <b>코로나</b>19 약국 감염예방 가이드라인과 확진자 대면 의약품 수령에 따른 추가 보상 방안을 마련했다.... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
5월부터 국제선 빗장 푼다…면세·호텔업계 매출 정상화 기대,https://www.news1.kr/articles/?4639393,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0006012045,한 호텔업계 관계자는 &quot;<b>코로나</b>19 확산 등으로 침체된 호텔 업계가 조금씩 제자리를 찾을 수 있을 것&quot;이라고 전했다. 면세점과 마찬가지로 외국인 입국이 이뤄지는 데 시간일 걸릴 것이라며 상황을 예의주시하는 모습이다.... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
164억 듀오→21타수 1안타...'물방망이 타선' 이길래야 이길 수 없다' [유진형...,http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202204060909234634&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://sports.news.naver.com/news.nhn?oid=117&aid=0003591413,그리고 주전 포수 양의지와 내야수 노진혁까지 시즌 전 <b>코로나</b>19로 전력에서 이탈하며 타선의 무게감은 더 떨어졌다. 개막 3경기째 멀티히트를 때려낸 타자가 없다. 이제 3경기는 치렀을 뿐이기에 섣불리 판단할... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
<b>코로나</b> 감소세로 다음달 국제선 주간 100회씩 증편,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3466497&seq_800=20459155,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3466497&seq_800=20459155,"정부가 <b>코로나</b>19의 유행이 3주째 감소세를 보이자 국제선 운항 횟수를 크게 늘리고 지방 공항의 국제선... 정부는 이와 함께 현재 4,800여개 수준인 외래진료센터를 일반 동네 병·의원 대상으로 확대해 <b>코로나</b> 환자에 대한... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
소방공무원 채용시험 9일 실시… 공채 과목 개편 뒤 첫 시험,http://www.public25.com/news/articleView.html?idxno=10698,http://www.public25.com/news/articleView.html?idxno=10698,이번 시험에서는 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)으로수요가 늘어난 구급대원만 1018명 등 3814명을 뽑는다. 지난해구급대원 선발인원은 847명이었다. 이 가운데 1947명을 뽑는 공개경쟁채용시험에는 2만... ,"Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"호텔신라-제주관광공사, 안심으로 더 맛있는 제주만들기 업무협약",http://www.headlinejeju.co.kr/news/articleView.html?idxno=481032,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481032,"특히, 청정제주의 청결한 서비스를 만들어 가고 있는 제주관광공사의 '안심채움' 캠페인과 영세식당의 자립을 돕는 호텔신라의 '맛있는 제주만들기'의 강점을 접목해 제주 관광 만족도 향상과 포스트<b>코로나</b> 시대 외국인... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"<b>코로나</b>19, 오미크론 증상 순서·재감염·후유증·신종 변이까지 (종합)",http://www.ggilbo.com/news/articleView.html?idxno=905304,http://www.ggilbo.com/news/articleView.html?idxno=905304,"<b>코로나</b>19, 오미크론 증상 순서·재감염·후유증·신종 변이까지 (종합) 확진자 수가 전국적으로 증폭되고... 기존 <b>코로나</b>19 바이러스의 치사율이 1.9%인데 반해 오미크론은 기존 바이러스의 4분의 1정도의 치사율을 갖는... ","Wed, 06 Apr 2022 11:12:00 +0900",2022-04-06 11:19:47
"제주도, 정부에 ‘무사증 입국 제도 재개’ 공식 요청",https://biz.chosun.com/topics/topics_social/2022/04/06/NTO55ZX3QRHJTN3P7OMRO3BPWA/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=366&aid=0000804563,제주도가 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)로 중단된 무사증(무비자) 입국 제도를 재개해달라고 정부에 공식 요청했다. 6일 제주도는 ‘백신접종 완료 해외 입국자 격리면제 방침 시행’에 따라 문화체육관광부와... ,"Wed, 06 Apr 2022 11:11:00 +0900",2022-04-06 11:19:47
